transaction_id,customer_id,merchant_id,date,amount,description,category,is_fraud,cleaned_description,day_of_week,hour,is_weekend,prev_tx_time,time_since_prev_tx,customer_avg_amount,customer_std_amount,amount_zscore,merchant_frequency
TXN_286aea787ed54110bc5a72337fa02d30,CUST_08d1ea82,MERCH_d3fa7018,2024-06-27 12:31:51.265166,110.71,Shopping at d3fa7018,Retail,False,shopping fa,3,12,0,,4656.0,110.71,12.784490603852769,-3.885780586188048e-16,1
TXN_e771a939bf804fb9ab1e965628184606,CUST_0a1d24cc,MERCH_aeed1309,2024-06-18 12:31:51.265166,85.81,Auto parts aeed1309,Automotive,False,auto parts aeed,1,12,0,,4656.0,85.81,12.784490603852769,-3.885780586188048e-16,1
TXN_3547ae4fafe141e8a0f0d5eb1568442d,CUST_0a5a9408,MERCH_edf881e2,2024-12-10 12:31:51.265166,23.84,edf881e2 Retail,Retail,False,edf e retail,1,12,0,,4656.0,23.84,12.784490603852769,-3.885780586188048e-16,1
TXN_321351dd79f341429836a662b2e2ca3a,CUST_0a6a5013,MERCH_bb00f3f4,2024-04-16 12:31:51.265166,115.37,Service from bb00f3f4,Other,False,service bb f f,1,12,0,,4656.0,132.12,23.68807716974934,-0.7071067811865476,1
TXN_460f56ce3f2b44708cd3c86321e695df,CUST_0a6a5013,MERCH_d4692314,2025-01-11 12:31:51.265166,148.87,Consulting d4692314,Services,False,consulting,5,12,1,2024-04-16 12:31:51.265166,6480.0,132.12,23.68807716974934,0.7071067811865476,1
TXN_886f343ae1324e41886594943c0c394b,CUST_0a7a85f4,MERCH_0c3b5520,2025-01-26 12:31:51.265166,87.67,Subscription 0c3b5520,Entertainment,False,subscription c b,6,12,1,,4656.0,87.67,12.784490603852769,-3.885780586188048e-16,1
TXN_81160953d46b4fee80f74271fdd71523,CUST_0acd8e40,MERCH_ef6331f3,2024-03-22 12:31:51.265166,109.61,Purchase ef6331f3,Other,False,purchase ef f,4,12,0,,4656.0,109.61,12.784490603852769,-3.885780586188048e-16,1
TXN_bfa8a57a5f88456483aaaa3875383e06,CUST_0b50cd19,MERCH_ea7d589a,2024-04-11 12:31:51.265166,134.23,Software ea7d589a,Technology,False,software ea,3,12,0,,4656.0,134.23,12.784490603852769,-3.885780586188048e-16,1
TXN_9737d221d1754331a68c30157f307b5e,CUST_0b60ecfa,MERCH_7ea86918,2024-06-06 12:31:51.265166,115.5,Groceries at 7ea86918,Food,False,groceries ea,3,12,0,,4656.0,115.5,12.784490603852769,-3.885780586188048e-16,1
TXN_18cb1ee797a84296988559f0afd83f0e,CUST_0b67f628,MERCH_0d76460f,2024-06-04 12:31:51.265166,94.72,Travel agency 0d76460f,Travel,False,travel agency f,1,12,0,,4656.0,94.72,12.784490603852769,-3.885780586188048e-16,1
TXN_aacff574eec0428fab901da35fbb1c2b,CUST_0b7ec0ac,MERCH_068ce3a5,2024-09-26 12:31:51.265166,199.3,Electronics 068ce3a5,Technology,False,electronics ce,3,12,0,,4656.0,199.3,12.784490603852769,-3.885780586188048e-16,1
TXN_067884d812be442dac1651e130f0ecab,CUST_0bf12c99,MERCH_b4028dc4,2025-01-22 12:31:51.265166,159.77,Car repair b4028dc4,Automotive,False,car repair b dc,2,12,0,,4656.0,159.77,12.784490603852769,-3.885780586188048e-16,1
TXN_240f8324c68c4dddbe26caf1b35f0e95,CUST_0c098be5,MERCH_f8c0aac1,2024-11-26 12:31:51.265166,202.24,Services f8c0aac1,Services,False,services f c aac,1,12,0,,4656.0,202.24,12.784490603852769,-3.885780586188048e-16,1
TXN_b88f1a4e337b4a50a27869a4184f7b32,CUST_0c12f0c5,MERCH_dc2c4d87,2024-09-13 12:31:51.265166,77.57,Pharmacy dc2c4d87,Healthcare,False,pharmacy dc c,4,12,0,,4656.0,77.57,12.784490603852769,-3.885780586188048e-16,1
TXN_879f61296c0744c6851d942bbf0e3332,CUST_0c20067f,MERCH_a8110221,2024-03-17 12:31:51.265166,123.02,Gas station a8110221,Automotive,False,gas station,6,12,1,,4656.0,123.02,12.784490603852769,-3.885780586188048e-16,1
TXN_5a3eeed9f1ee4dd29e60d62f33818451,CUST_0c2caaee,MERCH_f24966b3,2024-10-03 12:31:51.265166,105.61,Services f24966b3,Services,False,services f b,3,12,0,,4656.0,105.61,12.784490603852769,-3.885780586188048e-16,1
TXN_8ff81f93690b43af8aa80a8cd467f7d1,CUST_0c70500f,MERCH_d12ac8d9,2024-07-30 12:31:51.265166,218.57,Payment to d12ac8d9,Other,False,payment ac,1,12,0,,4656.0,218.57,12.784490603852769,-3.885780586188048e-16,1
TXN_441fc94c53884ca6a471ff568f4d2872,CUST_0c9ddf6b,MERCH_b33d384c,2024-08-06 12:31:51.265166,187.78,Subscription b33d384c,Entertainment,False,subscription b c,1,12,0,,4656.0,187.78,12.784490603852769,-3.885780586188048e-16,1
TXN_6a177e48a2b348de87b39b0ddd57a404,CUST_0cb76529,MERCH_354bce59,2024-08-30 12:31:51.265166,108.2,Tech purchase 354bce59,Technology,False,tech purchase bce,4,12,0,,4656.0,108.2,12.784490603852769,-3.885780586188048e-16,1
TXN_eb57418091f84d7e86e86b0ffdf63931,CUST_0cdebb76,MERCH_bc83d6c5,2024-03-18 12:31:51.265166,69.95,Tech purchase bc83d6c5,Technology,False,tech purchase bc c,0,12,0,,4656.0,69.95,12.784490603852769,-3.885780586188048e-16,1
TXN_d133787404d7405ba0706d76f8b13873,CUST_0d63c9f2,MERCH_252a89c0,2025-02-13 12:31:51.265166,141.32,Hotel 252a89c0,Travel,False,hotel c,3,12,0,,4656.0,141.32,12.784490603852769,-3.885780586188048e-16,1
TXN_fd8f16f029924ad68312cf0ab00dc5fa,CUST_0dfd891a,MERCH_5f6bcb80,2024-05-15 12:31:51.265166,152.22,Flight booking 5f6bcb80,Travel,False,flight booking f bcb,2,12,0,,4656.0,152.22,12.784490603852769,-3.885780586188048e-16,1
TXN_b342939cc227474886421b3cb71ea489,CUST_0e0573aa,MERCH_f313e55d,2024-07-02 12:31:51.265166,66.39,Car repair f313e55d,Automotive,False,car repair f e,1,12,0,,4656.0,73.005,9.355022715098032,-0.7071067811865464,1
TXN_890139c6de274ea199d70b7bd945522d,CUST_0e0573aa,MERCH_5a29ed1f,2025-02-09 12:31:51.265166,79.62,Hotel 5a29ed1f,Travel,False,hotel ed f,6,12,1,2024-07-02 12:31:51.265166,5328.0,73.005,9.355022715098032,0.7071067811865479,1
TXN_8d17a72e0f564cd7ae7a70df4f9dec66,CUST_0e063d51,MERCH_ae98fb6c,2024-10-27 12:31:51.265166,147.67,Health insurance ae98fb6c,Healthcare,False,health insurance ae fb c,6,12,1,,4656.0,147.67,12.784490603852769,-3.885780586188048e-16,1
TXN_d289a0616e2b484d9c0938a1b17fea97,CUST_0e2b4a99,MERCH_f3df4221,2025-02-23 12:31:51.265166,24.85,Service from f3df4221,Other,False,service f df,6,12,1,,4656.0,24.85,12.784490603852769,-3.885780586188048e-16,1
TXN_7d31088324b34fb1b60b9918343f0910,CUST_0e501393,MERCH_32d37c31,2024-11-08 12:31:51.265166,127.51,Internet 32d37c31,Utilities,False,internet c,4,12,0,,4656.0,127.51,12.784490603852769,-3.885780586188048e-16,1
TXN_fbf5a084d4e24b3cbaeba2b60c298bd4,CUST_0ea6ca72,MERCH_32f93179,2024-05-25 12:31:51.265166,113.11,Software 32f93179,Technology,False,software f,5,12,1,,4656.0,126.785,19.339370465452085,-0.707106781186547,1
TXN_0e247de5639c4b56bce5ce66b9fe9bb7,CUST_0ea6ca72,MERCH_0718c0ab,2025-03-14 12:31:51.265166,140.46,Concert 0718c0ab,Entertainment,False,concert c ab,4,12,0,2024-05-25 12:31:51.265166,7032.0,126.785,19.339370465452085,0.7071067811865478,1
TXN_fc1540d605e94c6fa9c8d1f745756f4c,CUST_0ee03ad3,MERCH_60fcf567,2024-03-26 12:31:51.265166,106.18,Car repair 60fcf567,Automotive,False,car repair fcf,1,12,0,,4656.0,106.18,12.784490603852769,-3.885780586188048e-16,1
TXN_4631a35843844d3d87543843244f03ba,CUST_0ef677e7,MERCH_88aaf497,2024-08-05 12:31:51.265166,9.55,Tech purchase 88aaf497,Technology,False,tech purchase aaf,0,12,0,,4656.0,9.55,12.784490603852769,-3.885780586188048e-16,1
TXN_c9c8f54231f3412bbb82e92bb68dc814,CUST_0f1c6615,MERCH_0c35c4e4,2024-11-21 12:31:51.265166,110.55,Tech purchase 0c35c4e4,Technology,False,tech purchase c c e,3,12,0,,4656.0,110.55,12.784490603852769,-3.885780586188048e-16,1
TXN_ed4cc207827749a1a8e31ef6083d35c0,CUST_0f81372a,MERCH_b4ef24fe,2024-04-11 12:31:51.265166,97.26,Groceries at b4ef24fe,Food,False,groceries b ef fe,3,12,0,,4656.0,97.26,12.784490603852769,-3.885780586188048e-16,1
TXN_2a6453a465db41d9a25c1d2cdfdd5ccc,CUST_0fb6544c,MERCH_286a6c66,2024-04-05 12:31:51.265166,117.03,Consulting 286a6c66,Services,False,consulting c,4,12,0,,4656.0,117.03,12.784490603852769,-3.885780586188048e-16,1
TXN_8e910f25fadd45cc96e838d820a9394e,CUST_107345ba,MERCH_a6a62a63,2024-11-28 12:31:51.265166,58.15,Flight booking a6a62a63,Travel,False,flight booking,3,12,0,,4656.0,58.15,12.784490603852769,-3.885780586188048e-16,1
TXN_77b0df2abe564b72a8bb0f43096bf4fb,CUST_1082d829,MERCH_4b5b4cfa,2025-01-09 12:31:51.265166,226.95,Car repair 4b5b4cfa,Automotive,False,car repair b b cfa,3,12,0,,4656.0,226.95,12.784490603852769,-3.885780586188048e-16,1
TXN_4e58787ad0bc49a9b90c4198eea34697,CUST_1095f576,MERCH_6cf0a939,2025-02-15 12:31:51.265166,89.06,Phone bill 6cf0a939,Utilities,False,phone bill cf,5,12,1,,4656.0,89.06,12.784490603852769,-3.885780586188048e-16,1
TXN_051f612aac0b4c72ade6e86cb4b6c417,CUST_10cf06e4,MERCH_8739fd53,2024-05-07 12:31:51.265166,71.68,Flight booking 8739fd53,Travel,False,flight booking fd,1,12,0,,4656.0,71.68,12.784490603852769,-3.885780586188048e-16,1
TXN_c6f4c2fd24904352b5cf6c2d72dea8ac,CUST_1132757b,MERCH_a3a16371,2024-11-30 12:31:51.265166,58.45,Services a3a16371,Services,False,services,5,12,1,,4656.0,58.45,12.784490603852769,-3.885780586188048e-16,1
TXN_18a3dbb1a63448d79286e642295f7e7c,CUST_11a711a8,MERCH_fb70f886,2024-07-16 12:31:51.265166,26.9,Purchase at fb70f886 Store,Retail,False,purchase fb f store,1,12,0,,4656.0,26.9,12.784490603852769,-3.885780586188048e-16,1
TXN_cabf389a582a471ab7770b88a8e01c6d,CUST_11c61c47,MERCH_11c3ec97,2024-06-05 12:31:51.265166,69.53,Food delivery 11c3ec97,Food,False,food delivery c ec,2,12,0,,4656.0,69.53,12.784490603852769,-3.885780586188048e-16,1
TXN_3a7922699623452a8a67a0d976933868,CUST_12082852,MERCH_8406909c,2025-03-12 12:31:51.265166,199.75,Purchase at 8406909c Store,Retail,False,purchase c store,2,12,0,,4656.0,199.75,12.784490603852769,-3.885780586188048e-16,1
TXN_4b72b505afb94ec59d434b805f38dd07,CUST_12b72755,MERCH_361c90f9,2024-07-26 12:31:51.265166,0.01,Movie tickets 361c90f9,Entertainment,False,movie tickets c f,4,12,0,,4656.0,0.01,12.784490603852769,-3.885780586188048e-16,1
TXN_a1556bf73f4540fc962b54e91cf154a3,CUST_13a04650,MERCH_a96fb71e,2024-09-08 12:31:51.265166,80.31,Service from a96fb71e,Other,False,service fb e,6,12,1,,4656.0,80.31,12.784490603852769,-3.885780586188048e-16,1
TXN_8bf2abad775f4ef79470e0d2c88aab1d,CUST_13caaa49,MERCH_677d677d,2025-01-29 12:31:51.265166,191.31,Internet 677d677d,Utilities,False,internet,2,12,0,,4656.0,191.31,12.784490603852769,-3.885780586188048e-16,1
TXN_32e826510c58404fbb94dae9911a601b,CUST_13e27322,MERCH_2a25b49b,2024-07-07 12:31:51.265166,125.56,Food delivery 2a25b49b,Food,False,food delivery b b,6,12,1,,4656.0,125.56,12.784490603852769,-3.885780586188048e-16,1
TXN_30627c22233849e8ad2da0468db75b65,CUST_143e25ca,MERCH_e85bbd16,2024-04-18 12:31:51.265166,206.29,Medical e85bbd16,Healthcare,False,medical e bbd,3,12,0,,4656.0,206.29,12.784490603852769,-3.885780586188048e-16,1
TXN_306d429e094846169fd1e879ed160b6f,CUST_15bf5a4e,MERCH_1c165850,2024-06-28 12:31:51.265166,40.99,Internet 1c165850,Utilities,False,internet c,4,12,0,,4656.0,40.99,12.784490603852769,-3.885780586188048e-16,1
TXN_ef73d3f0dbae43f893af1d5d41268a33,CUST_15c60e8e,MERCH_2f65bffc,2025-01-16 12:31:51.265166,81.17,Pharmacy 2f65bffc,Healthcare,False,pharmacy f bffc,3,12,0,,4656.0,81.17,12.784490603852769,-3.885780586188048e-16,1
TXN_a98376df82aa4468ab6d624ea1e500ea,CUST_15e04a8b,MERCH_5032c95f,2024-06-28 12:31:51.265166,76.0,Gas station 5032c95f,Automotive,False,gas station c f,4,12,0,,4656.0,76.0,12.784490603852769,-3.885780586188048e-16,1
TXN_fad700223bdb4c6181d8d60d912b4502,CUST_163d9fdc,MERCH_b2f1f023,2024-08-05 12:31:51.265166,202.92,Car repair b2f1f023,Automotive,False,car repair b f f,0,12,0,,4656.0,174.21499999999997,40.59500030791968,0.707106781186548,1
TXN_2363a21ab3034401b123aab637af32dd,CUST_163d9fdc,MERCH_ed6aa2d6,2025-02-15 12:31:51.265166,145.51,Concert ed6aa2d6,Entertainment,False,concert ed aa,5,12,1,2024-08-05 12:31:51.265166,4656.0,174.21499999999997,40.59500030791968,-0.7071067811865474,1
TXN_114a1a9decc94b909d06e96762590e83,CUST_16aacec6,MERCH_a2c3aa72,2024-08-23 12:31:51.265166,192.28,Software a2c3aa72,Technology,False,software c aa,4,12,0,,4656.0,192.28,12.784490603852769,-3.885780586188048e-16,1
TXN_e60a067885074337bd01689a9772d499,CUST_16bb4358,MERCH_4ec0a624,2025-02-03 12:31:51.265166,172.84,Medical 4ec0a624,Healthcare,False,medical ec,0,12,0,,4656.0,172.84,12.784490603852769,-3.885780586188048e-16,1
TXN_04d3ac9ca996405192cf8740551f0a34,CUST_170500b5,MERCH_233b0cf4,2024-07-02 12:31:51.265166,87.62,Pharmacy 233b0cf4,Healthcare,False,pharmacy b cf,1,12,0,,4656.0,87.62,12.784490603852769,-3.885780586188048e-16,1
TXN_ef51bd812c3d446b82dc52169b5c89c1,CUST_173b40fa,MERCH_3efeb657,2024-08-13 12:31:51.265166,87.02,Health insurance 3efeb657,Healthcare,False,health insurance efeb,1,12,0,,4656.0,87.02,12.784490603852769,-3.885780586188048e-16,1
TXN_39cfcca8b5184b72a098e7d6cfd87b97,CUST_174641b9,MERCH_dcea0157,2024-09-03 12:31:51.265166,55.91,Service from dcea0157,Other,False,service dcea,1,12,0,,4656.0,55.91,12.784490603852769,-3.885780586188048e-16,1
TXN_f1d5e813d406432fab3605d5aa532f08,CUST_175e242f,MERCH_9d512a2f,2025-01-29 12:31:51.265166,157.76,Service from 9d512a2f,Other,False,service f,2,12,0,,4656.0,157.76,12.784490603852769,-3.885780586188048e-16,1
TXN_9bc48c5da76d465499deae9437e863a9,CUST_17793325,MERCH_de6febc7,2025-02-04 12:31:51.265166,40.95,Hotel de6febc7,Travel,False,hotel de febc,1,12,0,,4656.0,40.95,12.784490603852769,-3.885780586188048e-16,1
TXN_d946c0cf710b4948b196c616471ccfff,CUST_17dda429,MERCH_5767b48b,2024-12-15 12:31:51.265166,74.67,Phone bill 5767b48b,Utilities,False,phone bill b b,6,12,1,,4656.0,74.67,12.784490603852769,-3.885780586188048e-16,1
TXN_d3f9eb01f8fb4b16ab4dc844066b254a,CUST_185699e2,MERCH_01cdba09,2024-05-12 12:31:51.265166,117.69,Purchase 01cdba09,Other,False,purchase cdba,6,12,1,,4656.0,117.69,12.784490603852769,-3.885780586188048e-16,1
TXN_1e2d7318f34d40fb964867922728341c,CUST_186d17b5,MERCH_61925ab1,2024-03-14 12:31:51.265166,97.46,Electronics 61925ab1,Technology,False,electronics ab,3,12,0,,4656.0,97.46,12.784490603852769,-3.885780586188048e-16,1
TXN_fbe3365d60bd4f929a18060ccc407a05,CUST_18733338,MERCH_801b62d3,2024-10-30 12:31:51.265166,126.19,Service from 801b62d3,Other,False,service b,2,12,0,,4656.0,126.19,12.784490603852769,-3.885780586188048e-16,1
TXN_3ebb2d075d2b45dd9f846b56513df77c,CUST_18e318cc,MERCH_8f734805,2024-09-01 12:31:51.265166,140.74,Pharmacy 8f734805,Healthcare,False,pharmacy f,6,12,1,,4656.0,140.74,12.784490603852769,-3.885780586188048e-16,1
TXN_b012aa46b87543dbac93052847ffc9ba,CUST_1988d11a,MERCH_3f626508,2025-02-28 12:31:51.265166,157.14,Food delivery 3f626508,Food,False,food delivery f,4,12,0,,4656.0,157.14,12.784490603852769,-3.885780586188048e-16,1
